param I := 200;
param J := 50;	
182	697.047 64.5062 1039.68 1062.02 428.676 433.468 979.445 430.024 520.338 648.548 427.126 790.372 823.818 503.713 163.427 473.538 811.897 777.023 950.895 810.12 462.029 878.609 375.778 776.523 484.75 594.575 451.543 704.712 0 312.203 797.067 497.434 541.956 475.642 839.506 574.488 188.396 576.4 693.166 570.472 129.012 762.082 580.556 490.468 848.008 530.223 497.583 843.77 688.458 717.319 
183	1480.27 1278.66 3205.02 7535.11 2155.34 1416.04 9907.05 8600.48 1767.57 2090.58 1263.58 2411.32 786.686 457.886 159.147 352.941 648.049 5052.56 2376.47 13848.2 2882.47 2509.29 976.75 4122.1 18131.9 440.506 1120.27 1180.31 188.396 2427.97 4743.16 2471.32 3653.84 3196.53 12259 3978.56 0 2392.64 530.223 616.371 2923.75 18246 504.295 1812.65 2246.8 609.784 1056.64 1530.52 6561.17 595.88 
184	496.653 175.328 624.405 1017.28 225.54 204.006 930.744 194.082 352.941 470.395 377.581 790.372 782.451 307.007 163.427 323.47 594.575 592.676 516.05 704.855 232.372 673.058 146.981 569.13 266.937 392.654 266.452 532.904 230.56 176.134 660.284 409.517 347.784 258.204 682.32 361.517 57.64 345.84 477.471 495.683 350.657 144.512 388.577 307.205 632.59 329.201 273.544 616.206 511.217 561.43 
185	883.859 1600.3 1995.67 6032.54 1380.96 906.94 8195.5 6050.95 1193.86 1389.19 969.306 1818.36 781.92 398.394 243.128 311.701 568.144 3357.61 1537.93 10227.1 1464.67 1394.38 344.224 2591.36 15933.4 375.508 698.398 792.332 300.492 1629.09 3057.12 1571.39 2231.92 2332.72 9341.2 2481.73 1870.69 1383.63 451.543 642.591 2729.79 10145 456.881 1156.97 1453.65 537.723 870.112 1459.23 4965.33 545.675 
186	352.941 375.778 366.142 1020.13 147.64 28.9607 933.863 208.523 289.6 366.142 441.469 843.742 800.812 204.758 337.521 295.28 416.27 466.411 238.743 666.703 40.8567 511.019 64.5062 408.567 297.822 258.776 204.758 430.286 432.3 245.14 590.561 430.286 238.743 119.42 586.057 208.523 259.38 144.1 307.007 512.975 550.635 122.429 274.606 231.68 456.403 210.755 104.262 419.78 403.115 477.485 
187	1805.89 2795.83 2977.72 6914.18 2291.39 872.949 8798.97 5044.21 1539.99 1749.03 1478.98 2588.9 807.526 373.816 364.725 302.231 392.654 6959.75 1552.02 14911.9 1333.8 3427.55 2172.85 5045.52 10962.5 247.287 1471.7 1043.87 461.12 2113.53 5099.27 2773.36 2637.7 2116.63 10984.3 3583.14 4677.77 1323.59 285.997 521.805 3715.65 7910.41 272.543 2329.99 2752.94 282.157 463.398 1525.7 5080.16 471.357 
188	323.47 501.076 574.19 1275.02 553.758 352.161 1631.84 1187.83 308.863 352.268 474.127 867.046 815.204 204.758 392.159 311.701 369.777 1200.89 443.584 2489.14 302.932 499.09 347.433 808.082 2960.58 238.743 310.636 414.556 489.94 391.051 711.861 459.198 404.977 604.014 2007.57 634.157 999.406 174.909 266.452 532.051 663.312 2039.64 262.229 449.194 491.464 202.72 179.972 557.117 975.744 466.931 
189	3194.78 2724.35 6142.93 9218.65 5954.84 899.998 12046.4 5894.48 3025.33 3095 2085.85 3509.42 1647.64 973.478 839.559 669.583 695.568 13202.9 3747.27 27957.9 1122.21 5722.67 1217.08 8972.46 13348.7 536.621 3332.51 1893.2 1037.52 2154.2 8331.08 3453.08 4663.94 5685.99 21650.4 6632.23 5227.03 1318.28 497.434 1100.86 3481.37 10629 714.545 5043.05 4901.52 805.724 1216.23 3313.11 10362.2 928.511 
190	1128.12 1160.19 2623.12 3560.95 2891.09 584.866 4715.44 2767.21 1259.27 1191.03 817.687 1282.21 843.742 481.22 475.448 352.941 307.205 4849.07 1909.24 10957.7 773.97 1910.07 598.992 3103.7 6144.58 238.719 1469.62 694.316 576.4 954.946 3118.79 1327.15 1886.92 2977.85 8422.97 2555.7 2392.64 0 220.388 570.472 1425.68 5438.04 334.339 2146.14 1668.05 389.645 711.888 1130.89 4088.2 464.255 
191	761.513 333.102 1416.83 2255.55 1097.9 850.881 3031.24 4591.3 726.7 790.096 481.31 829.113 870.648 568.144 225.54 536.995 875.478 1801.69 1542.79 4514.25 1382.5 1126.9 643.695 1494.56 8378.59 658.957 521.21 768.577 64.5062 1273.94 1558.54 877.304 1517.93 1628.47 4284.81 1674.18 1715.95 1012.98 756.833 625.57 171.909 11233 645.062 788.313 920.018 594.575 748.877 948.069 2513.27 780.173 
192	1540.74 721.465 3859.19 6344.5 2914.76 2021.33 8460.96 12094.2 1991.02 2192.05 1216.17 1968.37 860.573 626.773 224.61 514.078 848.008 5040.74 3192.04 12662.8 3777.68 2426.4 1471.49 4193.25 21913.1 632.59 1396.61 1195.32 40.8567 3429.3 4440.09 2419.73 4193.06 4228.18 11821.9 4590.21 4264.99 2789.62 729.45 665.325 702.825 29310.5 647.939 2153.43 2249.36 806.764 1450.56 1715.59 6839.27 758.034 
193	702.038 0 1660.17 3178.98 1282.45 960.219 4310.57 5311.66 875.866 966.368 554.639 948.278 835.599 465.265 155.851 449.424 766.194 2234.94 1611.61 5961.99 1492.27 1119.51 535.288 1806.59 10708.1 554.954 590.063 676.62 64.5062 1364.64 1929.36 1007.19 1765.52 2035.6 5681.95 1977.2 1278.66 1160.19 648.049 569.992 649.328 12504.2 544.518 922.846 986.898 526.763 846.096 1115.22 3261.72 694.565 
194	608.763 165.744 1093.08 2288.39 821.131 666.373 3118.25 3408.09 584.027 658.956 435.077 810.88 823.584 416.27 144.8 410.802 712.262 1500.67 1135.1 4156.46 911.115 825.301 332.006 1194.16 7332.34 504.794 414.335 633.51 118.862 851.732 1299.05 668.833 1140.78 1355.48 3951.9 1283.44 506.051 737.629 594.575 549.212 613.229 7688.79 496.653 598.375 749.86 440.506 616.671 882.622 2237.16 655.181 
195	536.995 442.387 989.591 2467.57 716.758 549.233 3376.35 3075.52 559.582 638.765 459.972 851.357 812.926 347.784 168.649 362.466 632.59 1456.44 960.1 4291.67 727.95 733.788 216.755 1129.56 7398.31 433.057 373.714 573.649 203.808 775.369 1282.4 660.395 1038.28 1216.88 4022.42 1162.74 350.163 642.016 516.05 528.402 895.49 6111.64 429.383 547.897 704.151 373.844 539.839 851.652 2216.73 601.651 
196	1036.92 1681.4 2106.22 5942.79 1380.38 762.794 7815.87 6200.84 1275.16 1502.27 1060.85 1961.78 810.88 342.072 216.541 338.777 580.556 3648.84 1524.48 10688.7 1555.72 1797.18 429.303 2890.56 14268.8 388.577 770.63 859.369 260.992 1963.85 3588.73 1980.87 2508.42 1968.65 9106.23 2627.52 1878.74 1462.14 465.265 549.224 2895.93 10521.2 392.857 1261.78 1572.77 444.521 666.607 1106.6 4727.48 570.472 
197	550.064 535.288 1202.06 1920.72 929.37 752.49 2491.68 1623.55 481.876 539.824 446.946 851.354 819.033 330.87 297.061 318.56 480.343 2069.59 901.764 3690.04 886.82 671.281 0 1455.73 4563.99 312.785 501.017 478.96 375.778 467.228 979.696 461.08 673.16 1477.75 3334.64 1381.82 976.75 598.992 369.777 528.402 770.548 2318.45 323.47 756.901 917.095 271.068 546.582 1140.39 1744.86 521.805 
198	452.424 530.691 955.491 1655.51 744.735 456.69 2218.08 1398.58 387.512 430.124 452.858 860.573 823.584 258.2 322.531 319.861 456.403 1849.74 709.51 3523.05 581.098 738.921 119.689 1326.03 3604.05 297.822 407.293 467.552 404.518 454.531 1061.25 570.559 656.583 1004.54 2935.6 1147.58 971.546 476.279 347.784 533.875 732.071 2050.04 311.701 656.751 740.261 247.287 357.54 816.3 1475.05 512.975 
199	1008.2 1492.27 2113.72 3995.18 1850.48 1065.47 5335.95 3729.02 931.595 995.058 812.452 1356.71 835.599 426.175 374.93 330.085 410.408 4194.97 1359.53 8449.25 0 1635.13 886.82 2915.26 9122.21 274.606 1000.93 581.346 462.029 1255.53 2545.56 1315.69 1517.78 2173.31 6797.47 2426.25 2882.47 773.97 307.205 549.212 1961.37 6109.1 300.891 1566.68 1612.61 321.015 602.646 1395.19 3355.86 499.854 
200	833.418 649.328 2078.94 3160.12 1710.71 1334.99 4334.78 7341.33 1065.24 1119.3 638.88 934.925 919.62 632.59 288.705 600.676 939.184 2500.05 2141.39 6329.91 1961.37 1260.79 770.548 2042.02 13859.8 723.361 759.077 832.541 129.012 1935.14 2081.07 1150.17 2157.74 2666.6 6207.74 2413.75 2923.75 1425.68 820.631 682.32 0 18056.5 709.568 1154.34 1102.55 684.327 1123.25 1308.57 3749.82 843.277 
;
param Gamma := 600;
